X,Y,OBJECTID,Process_ID,Project,County,Quad,Col_Date,Mvmnt_Date,SM_State,SM_Rate_1,SM_Mat_1,SM_Type_1,SM_Rate_2,SM_Mat_2,SM_Type_2,Slp_Config,Fatalities,Confidence,MapMethod,GlobalID,SHAPE
257865.115803574,157023.252914135,131661,202211085030,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Road embankment,0,8,LiDAR,{4ADAD37B-AA5E-495A-B6B0-1A19C1F9B364},
257876.228325799,157039.524821679,131662,202211085032,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Road embankment,0,8,LiDAR,{5D8AF7BC-CDFB-48B5-8F93-EE47E475E4DC},
254515.219520448,158040.842449314,131663,202211085036,Landslide Hazard Mapping,Transylvania,Reid,,,Inactive - dormant,Slow (>1.6 m/yr),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{E98E2B1C-2DCE-4184-8A1D-0031EF391634},
263648.550364893,171782.164068912,131664,202211023000,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,,Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{BBED0B70-20C7-488B-B43B-1510EFF3A762},
264858.278405409,169277.979346972,131665,202211023003,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,,Debris,Blowout,,,,Unmodified,0,8,LiDAR,{D3C45485-3CC0-4724-81B0-B3AC0041E49A},
264647.841527361,169181.31647289,131666,202211023005,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,,Weathered rock,Slide,,,,Unmodified,0,8,LiDAR,{D8FCB58D-5A74-4410-8138-DF27689D8AD3},
247000.662086089,154417.555804225,131668,202211093001,Landslide Hazard Mapping,Transylvania,Reid,,,Inactive - dormant,,Rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{E79AF26B-5ED1-4399-A153-8A43E5936E0F},
247023.285573074,163576.604328372,131669,202211093003,Landslide Hazard Mapping,Transylvania,Lake Toxaway,,2021/08/21,Inactive - stabilized,,Debris,Slide,,,,Road embankment,0,8,Field work and other,{736293C8-793A-4E72-B7AA-A9728B8E3ABB},
262449.626535096,159747.76555066,131670,202211225001,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{BB6A6353-F1C5-4D00-9AF6-E1D15EEC5F43},
261466.631339939,158394.987949272,131671,202211225002,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{77F2AF42-B48C-4362-A20E-FFE5A0CD4082},
261803.942691645,158196.649271344,131672,202211225004,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Unmodified,0,8,LiDAR,{47AA296F-578B-4D75-A4C0-8CD0A93A77D8},
261970.498233089,158340.516746579,131673,202211225005,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{AFE2C235-BE1A-40E1-A879-2BE1D80F580F},
262739.875032259,157617.574415278,131674,202211225008,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{39B46CB8-FB1D-48B1-B462-D3635874A2E4},
263085.606765389,157307.847254157,131680,202211225014,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{3FC49C1E-5C3B-4E7F-9768-38E98EBF4F71},
263109.154729152,157320.282695695,131681,202211225015,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{9760B2A2-5E34-4240-B041-43AAC0E512F8},
263405.68709305,157139.902647434,131682,202211225017,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{391180D2-24F7-4F74-8CD1-A7C869140AE0},
263624.299509442,156751.030515523,131683,202211225019,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Unmodified,0,8,LiDAR,{F8C5C977-3C81-448E-A127-8FB52D890FCC},
263222.595060199,156552.26188882,131684,202211225021,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{63743D53-0A71-4232-B84F-392FD1A50123},
259464.657031968,177403.466530611,132024,202211300201,Landslide Hazard Mapping,Transylvania,,2022/11/30,,,,Debris,Slide,,,,Stream bank,,5,LiDAR,{82A88208-7743-46EA-A27F-BBC9C21F41B6},
259771.160952063,177787.937685088,132025,202211300202,Landslide Hazard Mapping,Transylvania,,2022/11/30,,,,Debris,Slide,,,,Unmodified,,5,Air photo,{1BA80E00-8FC7-4463-AFA5-0D0219032496},
270773.050546115,188364.109728229,132026,202211300301,Landslide Hazard Mapping,Transylvania,,2022/11/29,,Inactive,,Rock,Slide,,,,Unmodified,,5,Field work and other,{A97DDC02-2AD1-450F-A272-6395B9FB59F3},
270624.841249697,188670.434340879,132027,202211300302,Landslide Hazard Mapping,Transylvania,,2022/11/29,,,,Rock,Slide,,,,Unmodified,,5,Field work and other,{3255642F-2DAB-412E-819F-26ED1969B7FF},
259270.203792389,180455.665988117,132028,202211300203,Landslide Hazard Mapping,Transylvania,,2022/11/30,2022/11/30,,,Weathered rock,Fall,,,,Unmodified,,5,LiDAR,{D797A3C2-E6A1-4FFB-84E8-D7468F2B28E3},
259316.562069059,180572.0945611,132029,202211300204,Landslide Hazard Mapping,Transylvania,,2022/11/30,,Inactive,,Weathered rock,Fall,,,,Unmodified,,5,Air photo,{B5FEF5F2-EFD5-4209-950D-286588E10A02},
262686.14431774,176547.558778838,132030,202212060301,Landslide Hazard Mapping,Transylvania,,2022/12/06,,Inactive,,Debris,Slide - rotational,,,,Embankment - Not road related,,5,LiDAR,{8C83EDF6-4AC9-4D95-A7A8-B9B090B00EEC},
277112.296973396,169261.893747491,132031,202212080301,Landslide Hazard Mapping,Transylvania,,2022/12/08,,,,Debris,Slide,,,,Road embankment,,5,LiDAR,{4A0E45B7-5DC1-46AE-B70C-52BCA0F38723},
269492.33310676,164172.002310381,132032,202212082001,Landslide Hazard Mapping,Transylvania,Brevard,,2009,Inactive - dormant,Extremely rapid (>5 m/sec),Weathered rock,Slide - translational,,,,Road cut,0,8,LiDAR,{4F2321FA-B93B-4DCE-8E43-AFD677053FEB},
263549.768881213,161695.063091089,132033,202212085051,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Rapid (>1.8 m/hr),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{15D8885F-55A9-440E-B982-DD949CC590AE},
264263.946872069,161149.200124363,132034,202212085053,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Moderate (>13 m/mo),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{3FE17ABB-897D-40FD-8B8D-469D38439728},
265388.196776819,161460.476423999,132035,202212085055,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Moderate (>13 m/mo),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{13D2649E-DA2E-453A-8409-4033E71B4D79},
265134.560071629,162431.069250601,132036,202212085057,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{277ADD85-CC39-41B1-A4AA-F1C54FE0ED16},
265188.402887648,162494.966253395,132037,202212085059,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{E5E6445B-871E-484F-B3C5-286DE66998A1},
265270.953052748,162572.224741245,132038,202212085060,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{5DE950EF-F3EF-433C-8370-09EA0255A939},
265270.953052748,162600.27063067,132039,202212085061,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{99CC5900-0321-41BF-A3B6-D6B2BF841EAC},
265768.000296843,163432.677920485,132040,202212085063,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Moderate (>13 m/mo),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{E462C151-C0F7-4A42-9DFC-F63497D6903A},
266203.115073322,163063.457754962,132041,202212085065,Landslide Hazard Mapping,Transylvania,Rosman,2022/05/10,,Active,Very slow (>16 mm/yr),Weathered rock,Slide - rotational,,,,Road cut,0,8,Field work and other,{F987FE21-7617-4EC6-A10C-6E09BC1F38E1},
266093.345843367,164461.5519574,132042,202212085067,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Moderate (>13 m/mo),Weathered rock,Slide - translational,,,,Stream bank,0,8,LiDAR,{C89990CE-D169-4BC0-8C46-9267CDC4D439},
266137.504890019,165535.709522382,132043,202212085069,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Moderate (>13 m/mo),Weathered rock,Slide - translational,,,,Road cut,0,8,LiDAR,{5A3BA2AC-24C3-4B1B-9159-DF55B25D30F5},
266608.444321481,164758.381978143,132044,202212085071,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Moderate (>13 m/mo),Weathered rock,Slide - translational,,,,Road cut,0,8,LiDAR,{269741F6-384B-42AA-8933-10700210756E},
266842.005726104,164454.507412061,132045,202212085073,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Road embankment,0,8,LiDAR,{FFE4E4DC-612F-4F58-9B3C-AC21A1582F4B},
266737.395881468,164123.942948848,132046,202212085075,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{0E02CED4-8BA2-435E-B076-214639B2BEF2},
266489.513875287,163533.027964935,132047,202212085077,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Slow (>1.6 m/yr),Weathered rock,Slide - translational,,,,Road cut,0,8,LiDAR,{AE90BB6A-3D2D-437F-B54B-E51DC97EBA59},
267550.991258658,163963.605128173,132048,202212085079,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{ED4F6836-65CB-4FB8-859C-E60E00DC8E26},
267469.142240794,164016.852630501,132049,202212085081,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{608943C6-2AA0-4FA9-9E82-28AEE9826A62},
268046.821416985,158367.259560482,132050,202212095002,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{A341583E-BC88-4315-8745-1EBFDB75BDA8},
267930.139933622,158411.312773588,132051,202212095003,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{0FF9D3C6-8CBA-4A00-8AF3-D20F103A8239},
268639.952290747,158956.024800512,132052,202212095005,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Slow (>1.6 m/yr),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{5035119C-AD37-45AC-BA2C-5301117276F3},
272140.198353739,155998.043363716,132053,202212095007,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Extremely rapid (>5 m/sec),Rock,Slide,,,,Unmodified,0,8,LiDAR,{F025FFF8-4C10-4BC2-BC32-A35D2777DC54},
272451.481267972,157224.918734133,132054,202212095008,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{23B2E299-8BC9-436E-B6C6-CE2716C0030B},
272573.851304379,161169.731832093,132055,202212095010,Landslide Hazard Mapping,Transylvania,Brevard,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{7C10B524-7A47-4E63-9E93-27D8FC5CF581},
272633.647257304,161246.196568356,132056,202212095011,Landslide Hazard Mapping,Transylvania,Brevard,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{4A064FD1-FA7D-420D-ABEB-138BE2019286},
270748.156507156,162479.091221645,132057,202212095012,Landslide Hazard Mapping,Transylvania,Brevard,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{8EE870C9-7347-44E5-A2DE-5DC6142280D3},
253762.790433974,176278.142406696,132058,202212095031,Landslide Hazard Mapping,Transylvania,Sam Knob,,,Inactive - dormant,Very slow (>16 mm/yr),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{B339E148-3B16-4FC7-B6A4-2537D625A9E8},
263019.921175685,156657.976371082,132059,202212065001,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{4960C634-9BC5-4D65-9A61-02CC62666CF4},
263033.679536535,156679.143080082,132060,202212065002,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,0,8,LiDAR,{E3F546A5-D215-4492-B899-5B737362442A},
262881.279231734,156732.85360417,132061,202212065004,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Very rapid (>3 m/min),Debris,Slide - translational,,,,Road embankment,0,8,LiDAR,{05CB8E3A-C8C3-456B-A08C-42026F76B2D9},
262871.754212684,156777.039109207,132062,202212065006,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Rapid (>1.8 m/hr),Debris,Slide - translational,,,,Road embankment,0,8,LiDAR,{841F97C0-202F-448D-A78E-DC3E73EF145F},
262651.81887698,156342.790844877,132064,202212065010,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{88243A08-264E-4E16-8270-6050A90F80DE},
262681.187685718,156399.940959178,132065,202212065011,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{43A0590F-BC3E-4BB6-A957-12F4B085CE7A},
262927.416042758,155892.766767746,132066,202212065013,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Unmodified,0,8,LiDAR,{B24903A4-1C7F-47A1-879E-DCBEE8650484},
262383.795424267,155498.503739636,132067,202212065015,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,0,8,LiDAR,{CEEB674E-E8D9-45C8-824A-E38E56B0A5C3},
262372.484464145,155447.505200139,132068,202212065017,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{6774CD34-6368-4984-B5A0-1C7A6EED2647},
262292.580137669,155149.319187101,132069,202212065018,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{46FD7813-FEFD-412C-80FB-A8973B0E8B4F},
262215.817744561,154651.20699296,132070,202212065020,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Weathered rock,Slide,,,,Unmodified,0,8,LiDAR,{E5D5A5CF-A1CD-4B37-82EE-5AE95B63AA62},
262217.80212353,154601.928248569,132071,202212065022,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Moderate (>13 m/mo),Weathered rock,Slide - translational,,,,Road cut,0,8,LiDAR,{B398D320-764D-4A76-BF7F-17F94BB629FA},
262494.358405809,154569.185995584,132072,202212065023,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{6DDA39C1-4AD7-4496-8FE3-0493E649C9AE},
262843.443739397,154905.372865875,132073,202212065025,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{76935880-624E-41CC-9981-FA12D369D670},
263215.64708797,155360.787839205,132074,202212065027,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Unmodified,0,8,LiDAR,{A4DA43A0-0353-4225-9CA4-29E516FECFDD},
263960.880609687,155778.466539145,132075,202212065028,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{7151B11B-4EDE-4A58-B531-29A573751458},
264415.601050378,156451.865542193,132076,202212065029,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{CA38C5F4-278B-49F9-8973-1F04F4093C15},
265427.601251461,156326.155134522,132078,202212065031,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{832D9FF9-9754-4510-9024-C8A472748DA5},
264569.158909577,155100.801121314,132079,202212065032,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{F966103A-A94E-4C62-BEA3-19B0C2FE870B},
264980.454523835,154897.600714914,132080,202212065034,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{71185842-BA2F-45A4-8470-5234AE789D6B},
265080.301858946,154957.429740822,132081,202212065036,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{09303356-D8FA-4E6F-9523-F1DEA630775F},
266156.562865635,155071.796115388,132082,202212065037,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,0,8,LiDAR,{FBDDB30E-6E8F-4D94-8110-F9B6AA2702C2},
266072.359051394,153985.480921924,132083,202212065039,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Stream bank,0,8,LiDAR,{3AAA6DC9-5A89-4B70-841D-CC1DA055CFE8},
266019.673789773,153653.527393434,132084,202212065041,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Rapid (>1.8 m/hr),Debris,Slide - translational,,,,Road embankment,0,8,LiDAR,{4C83881E-C477-4643-B29E-E7531A63F4F2},
266259.122185337,152766.113118605,132085,202212065043,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Unmodified,0,8,LiDAR,{D01F6051-E37A-40E0-8083-DF0408D03519},
266571.628799933,154477.474614245,132086,202212065044,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{01EE4BF7-C368-49A2-8829-EED82119F272},
267829.06360647,154725.588131305,132087,202212075001,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,0,8,LiDAR,{2CDDAC84-F1F8-4021-912C-0FE769F2B116},
267792.947909238,154741.066287262,132088,202212075002,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{8C04C86D-D04C-4351-90E9-0E77012608EC},
268760.861824233,154205.217819731,132089,202212075003,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,0,8,LiDAR,{02BA89FB-8519-4A13-9A1A-B1A68660A55E},
268798.141690459,154209.848037325,132090,202212075005,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Rapid (>1.8 m/hr),Debris,Slide - translational,,,,Road embankment,0,8,LiDAR,{F45FF918-4810-4723-A907-FA62A50D4027},
268809.360046229,154209.848037325,132091,202212075007,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,0,8,LiDAR,{AB65356A-A553-464D-B9A6-041233A5F052},
270380.624386675,155669.444758602,132092,202212075009,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Very rapid (>3 m/min),Rock,Slide,,,,Unmodified,0,8,LiDAR,{79328AAC-FE5F-420D-A8DC-1BC0D5972489},
270627.315765474,155686.278906853,132093,202212075011,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Very rapid (>3 m/min),Rock,Slide,,,,Unmodified,0,8,LiDAR,{FEB6A07A-BF30-4B32-BE4C-3BBDA49826B7},
270853.601113878,155864.409992282,132094,202212075013,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Unmodified,0,8,LiDAR,{7EFA0C7C-D71B-4B4C-9A6C-F99CBA38D67D},
271205.894526798,155878.565228926,132095,202212075015,Landslide Hazard Mapping,Transylvania,Table Rock,,,Inactive - dormant,Slow (>1.6 m/yr),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{4158B33B-A5F9-43B1-8530-3324086FAEC9},
266813.445221066,156822.296178888,132096,202212075018,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{B4F587EC-0430-4458-AA7E-08F39DC0CB91},
267757.804557701,157346.046549305,132097,202212075019,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{DE97DD6D-F51D-4875-A3A7-96C251B0574D},
267787.239512405,157363.905960024,132098,202212075121,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Unmodified,0,8,LiDAR,{236CA88D-72CF-4E6A-9A81-D51B87CB371D},
267639.50249818,157390.265127326,132099,202212075021,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{86081560-0A10-472B-85C0-B0406E811118},
267574.09736737,157399.843063148,132100,202212075022,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{F2005204-29B2-486C-B545-00F4CFED324B},
267122.148442639,157996.36061035,132101,202212075023,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Slide - rotational,,,,Unmodified,0,8,LiDAR,{C03F784C-4F6A-4892-8106-0DAE753CC056},
266982.249725342,157918.04378705,132102,202212075025,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Rapid (>1.8 m/hr),Weathered rock,Slide - translational,Extremely rapid (>5 m/sec),Debris,Flow,Cut slope - Not road related,0,8,LiDAR,{B9B8C73A-4A19-46A9-9319-40E322A88AE4},
266241.348764373,157304.01078815,132103,202212085001,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{24CFE770-BC62-4630-A0B1-54C700A45F75},
266347.314601305,157421.882898895,132104,202212085003,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road embankment,0,8,LiDAR,{62FF4BC4-5F7B-4D7F-8DB9-03835DFD9B42},
265206.164402338,158750.358472512,132105,202212085006,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{DEEE9E1D-3D15-4DC0-B493-FDAE4ECCAA69},
265239.263843536,158770.2022622,132106,202212085008,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{28D14A81-DD62-438D-A5D6-9779C7E2C092},
266008.567882145,159093.259158314,132107,202212085011,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{F77FFF44-324B-4D52-8662-1819477D7FD6},
263170.211424182,159780.74725204,132108,202212085014,Landslide Hazard Mapping,Transylvania,Rosman,,,Inactive - dormant,Rapid (>1.8 m/hr),Weathered rock,Slide - translational,,,,Unmodified,0,8,LiDAR,{D4FB1672-FC95-46F7-80AF-B9A4FBD815C5},
262539.873444756,158630.369690868,132109,202212085015,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{CBE0CDD8-7A3E-4A6C-A2D3-ABF69191E0E8},
262541.143447296,158792.797724058,132111,202212085018,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,0,8,LiDAR,{6F095BC6-F29C-4D8F-83A2-8282075CC8C6},
262840.156284905,159038.761497235,132112,202212085020,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Weathered rock,Slide - translational,,,,Road cut,0,8,LiDAR,{0FA1B6A5-E532-488D-A659-BF48803B8C88},
263040.313976887,158724.634306481,132114,202212085024,Landslide Hazard Mapping,Transylvania,Eastatoe Gap,,,Inactive - dormant,Slow (>1.6 m/yr),Debris,Slide - translational,,,,Unmodified,0,8,LiDAR,{FD98D66E-76B8-486F-AF9D-FBA0E538BEE7},
